translated	origin_language
"I remember the time when the Germans called the Euro ""Esperantogeld"" to mean that it would never realize. Of course, none of those who said that then would admit it today. It is the characteristic of paradigms to seem so natural that one cannot imagine having lived in a different paradigm, even contrary, before."	fr
Although there was once the view that there was a causal context between artistic genius and syphilis, I hope that the vast majority of the artists and writers of modernity is so reasonable to avoid an infection for a distant possibility, to increase neurosyphilitic dementia.	de
Human ingenuity now gives us the ability to feed the hungry and gives all our boys, including our girls, the education that is the basis of opportunities in our world. But we must accompany the words with facts.	es
My Latin teacher looked at me severely above the edge of his glasses, but now I know that he had to do only with the fact that he wore reading glasses and that he would find annoying to remove them continuously, so what seemed contempt for us students could very well be kindness.	ru
President Theodore Roosevelt decided at the beginning of the 20th century to have the outdoor facilities of the White House opened again, but remembered one other than always came across people to the west wing to catch a glimpse of him.	de
Strictly speaking, a virus is a program that cannot subsist on its own;It is a program that is installed as a parasite of another program to multiply and perform sinister actions.	es
A way to lower the number of errors in the corpus of Tatoeba would be to encourage people to translate only into their mother tongue instead of on the contrary.	ru
You should dance. Dance in your red shoes until you are pale and cold until your skin is crumpled and you are a skeleton! You should dance from door to door, and where proud, naughty children live, you should knock that they hear you and fear you! You should dance, dance!	de
The soldiers took the young people to a place where they thought that no one would see them, then they took stones and started hitting the young people on their heads and arms to break their bones. They didn't know they were filmed.	fr
People crushed by law have hopes only from power. If the laws are their enemies, they will be the enemies of the laws;And those who have a lot to hope and nothing to lose will always be dangerous.	ru
In the meantime, the realization already revealed that there were no great prospects for religious conversion in Tom or Maria, the missionaries who had asked the two stimulated Tom that he could drop by in a local center for family history or with the help of the Internet for his ancestors.	de
Don't be wrong, I love who I am. I don't want to be ungrateful. I love the position I play, the songs that I sing, but with all fame;The simple things suddenly seem so out of my reach. I would like them to realize that, I am actually an ordinary girl.	es
Over a period of 20 years, Tycho Brahe - only with compass and sextant - carried out observations that confirmed the heliocentric world view that was previously proposed by Copernicus.	de
"Tom from where do you get its ability in French? He never set foot in a French -speaking country, and he doesn't even have French -speaking friends.""I think you watch many French films on the internet."""	ru
Our atmosphere consists of 21% oxygen that we need to breathe, 78% of nitrogen and 0.9% of Argon. The remaining 0.1% consist of water vapor, carbon dioxide, neon, methane, cryptone, helium, xenon, hydrogen, stabic oxide, carbon monoxide, nitrogen dioxide, sulfur dioxide and ozone.	de
"""Is Miller back?""""No, I'm afraid not.""""But he said he would be back around four o'clock."""" He has not yet returned. Can I do something else for you?""No, thank you.»»"	fr
Time has no dividing lines to display your ongoing. There is never a thunderstorm or a fanfaring to display the beginning of a new month or year. Even when a new century begins, it is only we mortal that ringing bells and firing pistols.	de
The translator's task is to find power in his language that evokes an echo of the original;The echo of the translator's language must also provide a reverberation of work, the echo of the foreign language.	es
I have the dream that my four young children will one day live in a nation where they will not be judged by the color of their skin but by the content of their character.	es
White: Tower in A1, pawn in B6, king in C8. Black: pawns in A7 and B7, king in A8, bishop in B8. White puts the opponent in Zugzwang playing the tower to A6, after which black only have two options: take the tower in A6 or move their bishop to any other box of the diagonal B8-H2. In the first case, White advances their pawn from B6 to B7 and Jaque Mate. In the second situation, the White Tower takes the black pawn in A7, with the same result.	es
True democracy does not ask about the skin color or where someone comes from. Wherever she sees a person, she perceives him as a being that was equipped with his creator with unchangeable original rights.	de
I look at the ray of sunshine that enters the portico, and I see a lost sheep, it is not a sinner that I mean, it is a sheep who is about to enter the church.	fr
During the discussion at the Congress of the summary report of the Central Committee of the PCUS, it was noted that, under the leadership of the Communist Party and in close cooperation with all socialist countries, the Soviet people made remarkable progress in the fight for the establishment of a communist society in the USSR and in that for world peace.	fr
"Then he took the groom aside and said to him: ""Everyone offers the best wine first and leaves the cheapest left until the guests have enough, but so far you have been lifted."""	de
The novel space telescope is scheduled to start over the next five years in order to look for answers to questions that have long been in astronomy, such as the strength behind the extent of the universe, and for distant planets beyond our solar system.	de
God makes people who are beautiful, have a great voice and a very good memory. God also makes people who have only one of these properties, but God also makes people who have none of these three properties, one of them I am.	de
"""I think people are naturally good.""- ""Well, I think you are naturally bad.""- ""You are both wrong. They are naturally neutral.""- ""What? Impossible! Human nature cannot be so loathous that it would be founded on such a disgusting attitude as neutrality!"""	de
It is possible for us to know what had been achieved in the past, but it is impossible for us to change it. And we can change the future, but we can know what will be done.	fr
Women, in our country, are different from the women of other countries. Many think it is acceptable, for women, to have children and devote themselves entirely;Furthermore, towards their husbands, simply support them in their duties and protect their purity.	ru
Who the pillar, the one on the bridge, over the river, through the village, in which the man, the man, the collar, the magical powers, the miracles, gives, gives, owns, lives, leads, leads, stands, dies.	de
In this field you lift a hole and in the hole you bury a piece of gold. After you have filled up the hole with soil, it poured well, sprinkle some salt on it and go to bed. During the night the gold piece germinates, grows, blooms, and the next morning you will find a beautiful tree that is hanging with gold pieces.	de
Le Verrier expected to be declared the only discoverer of Neptuns, but months before his calculations were completed, John Couch Adams, an English mathematician, had done the same feat. As a result, Le Verrier and Adams share the honor as Neptun's explorer.	de
A large part of the last century was the American belief in freedom and democracy a rock in a burning sea. Now he is a seed in the wind that causes roots in many nations.	de
In 1632 he published a book that affirmed, among other things, that Copernicus' elocentric theory was correct. Galileo was called once again in front of the Inquisition and this time he was found guilty of heresy.	ru
Just as the inscriptions on the Rosetta stele indicate the activity of an ancient scribe and a computer program indicates a programmer, I argued that the digital code discovered within the DNA molecule suggests the activity of a planning mind at the origin of life.	ru
I will bless her, giving you, by her too, a son;I will bless her, in that it will produce nations and that chiefs of peoples will be born from her.	fr
The magazines allow writers to write what they want and then decide how to design it, but that magazine prioritizes the design, then sets a predetermined limit to the amount of words it can have.	es
The astronomers estimate that in our galaxy there is only a gammablitz every 10,000 years;However, this is only visible to us every 10 to 100 million years, and even then such an event for our planet does not have to be a threat.	de
"After torturing a fortune teller, tickling again and again for hours, Christopher Columbus put the rookie doll in a chest with the inscription ""to the great pirate of the future Al-Sayib: the rookies always deserve it."""	es
The truth is something that is said, not something that is known. If speech or writing did not exist, there would be no truth about anything. Things would only exist.	es
We want to bring linguistic tools to the next stage. We want to see innovation in the landscape of language learning. And that cannot happen without free linguistic resources, which cannot be built without a community, which itself cannot contribute without efficient platforms.	fr
Surely that the family that goes to Australia, that is, wherever he goes, he has in his mind the image of a beautiful house or possibly an apartment, with a small garden, perhaps.	es
The people who lived in front of me did so much for me that I want to express my gratitude by doing something for the people who live after me.	de
Solar energy seems to be able to offer more hope than other energy sources, especially because the regions consuming water are quite close to the equator and have a relatively clean atmosphere.	fr
As President, I noticed that both America's opponents and some of our allies sometimes believe that all problems were either caused by Washington or could be solved by Washington - and maybe too many in Washington believed that too.	de
In England the waiter asked us: How much beer do you want, half a pint or a pint? Paying how much that could be, we asked him to show ourselves the glasses.	de
He was born right in the generation following the end of slavery. A time when there were no cars on roads or airplanes in the sky, in which someone like her could not vote for two reasons: for being a woman and due to the color of her skin.	es
I never thought it would be such a success. I was completely off my socks, but it was great. I always loved the sea. It was always my passion.	de
We send this message out into space. Billions of years in our future, if our civilization and possibly also the face of the earth will have changed fundamentally, it will probably still pull her way out there.	de
"""Do you really think that if you add an -or at the end of each word you are speaking Spanish?""""No, but I don't know how a word is said, it is worth trying."""	es
"""Delighted to see you here!""She stood at the top of the library steps, holding a binder, and gave her a smile.""You emerge by blinking in the sunlight!""After last night, I thought we wouldn't see you again during, oh, I don't know, at least two days!""Not starting,"" he sighed, going up the steps painfully in front of her."	fr
A man got off from Jerusalem to Jericho and run into the brigands who stripped him, perch and then left, leaving him half dead. By chance, a priest went down for that same way and when he saw him he passed beyond the other side. Even a Levita, who arrived in that place, saw him and passed further. Instead a Samaritan, who was traveling, passing by him saw him and had compassion. He got close to him, he fascinated his wounds, pouring oil and wine;Then, uploaded it over his york, he took him to an inn and took care of him.	ru
Microsoft has tried in Japan in August 4 days. As a result, 25.4% took less vacation, 58.7% less pages were printed and energy consumption fell 23.1% and productivity in the month increased by 39.9%.	es
"In response to the American vice-president, who claimed that charity was primarily aimed at his family, the Pope replied that Christian love was the basis of a ""fraternity open to all""."	fr
They say that the day of Columbus, the ghost of Christopher Columbus comes out of his grave and travels the world by punishing the bad children who do not believe in Christopher Columbus.	fr
This is partially true because the non -western ones have begun to be proud of their own cultures and partially because those areas of the world in which forks are not used have some of the highest birth rate.	ru
Remember that the purpose of the Tatoeba project is to create example phrases that can be used to study languages. It is not really a place to contribute phrases that are not in their mother tongue because others correct them for you.	ru
Instead of gifts, many children want that the dad will soon find a job or that the parents get along again, reports Tom about the letters he receives as Santa Claus. Letters that are very close to him always answer personally.	de
After many waterfalls the water is thrown loudly in the valley. I breathe deeply and for some reason I think of Mary, which always throws himself into a new adventure. I know that he feels an unbridled emotion to be free. That's why she doesn't want to join me.	es
The question of whether it is possible to hold Caramelo ice cream was answered affirmatively in 2019 by an international team of scientists who created a glove of an ultra-fuerte alloy of Tungsten Molybdenum and managed to hold it for a moment, before they also fell into temptation and devour it.	es
But, knowing exactly sadness and love and death, and that these are vain images when they are contemplated from the calm space where it is necessary to lock themselves, he continued to cry, and to desire love, and to fear death.	fr
I, supreme energy, I am the same as supreme intelligence. We are one and two at the same time, since we are beyond the logical restrictions and the limitations of the laws.	es
A nature lover is, whose inner and external sense is still coordinated, which still preserves a child's mind even in adulthood. Working with the sky and earth becomes part of his daily bread.	de
Prayers written by native speakers are more reliable than those written by non -native speakers. That does not mean that non -native speakers are always wrong and native speakers are always right. However, it is easier to trust that the sentences of a native speaker are more likely to be correct, so for researchers or those studying languages, they would be wiser to use those.	es
Simply by aligning a house in relation to the sun, you can save or waste up to thirty percent of the energy required for the heating or cooling of the house.	de
Come in the evening, given that it was a little tired, wanted to sit in front of a new cafeteria located at the corner of a new boulevard, still full of gravel and already showing its unfinished splendors.	ru
In the carriage a gentleman sat, not attractive, but also not unattractive, neither too thick nor too thin;You couldn't call him old, but he wasn't too young either.	de
I may seem to be sure of me, but I become extremely nervous to speak in front of people. My hands tremble, I become completely silent and sometimes I don't even know what I'm saying.	ru
"The neighbors of one of the camps said: ""You are not yourself, on the contrary you are the same to us. So accept our customs, our schools, our language, because your language is like ours, it's just that you corrupted it. The same thing was said by the neighbors of the other camp, but in their own way."	fr
At the end of a virtual summit to climate change, which had been organized by the White House, the President of the United States, Joe Biden, had praise to the leaders of the world that they had come together on the occasion of this topic, and warned them that they could keep the promises.	de
If the highest point is reached when building a house and the roof pans can be placed, it is common in the Netherlands to donate a so -called pan beer to the building worker to celebrate this. A flag is attached to the ridge of the house. If the client is too stingy for donation, then no flag is attached, but a broom.	de
"The controversy continues as to ""the exemption from white collars"" which exempts from the specific white collars of working time ""8 hours per day, 40 hours weeks"" provided for by the working time law."	fr
The lines of the table have intersections wherever they meet or touch each other. Each intersection is called a point, even if it is in a corner or edge of the table.	fr
No one knew what the alarm warned when it rang this afternoon, but, except for those few unhappy people who were so absorbed in their work so as not to notice the signal, everyone managed to leave the building alive.	es
I have often wondered why Hinduism had not spread in East Asia, as Buddhism did. I tended to think that animism in the Far East filled the niche with what would be Hinduism.	fr
"""This one is yours, this one is mine and the other, we share it"". This is what we would have said if we want to make the kabyle fable of the frog couple lie when the male said: ""This one is mine, this one is mine and the other, we share it"", the day they decided to separate."	fr
If I wanted to learn Sumerian, I would download one or two textbooks and work through them. I would also look for language material from the universities, for example dictionaries and grammars. There is a wealth for many dead languages, also from the research network of the university level. Sumerically there will be more sparse than Latin, ancient Greek or even old English, but I cannot imagine that there is no good free material from the universities.	de
As strange as it may seem, no one had spoken of limiting daily contributions in a tongue anyone before an Algerian translator begins to contribute hundreds of English sentences per day. Of course, the initiators of this idea would swear by all the saints that this is not discriminatory. If this is not discriminatory, I do not know what would be.	fr
Pope Francis spoke of the need to be generous, solidarity and services, especially with those who are vulnerable, the sick, the unemployed or who experience difficulties due to the economic effects of the pandemic and the women who suffered domestic violence during these months of confinement.	es
The surface temperature on the sun -facing side of the Mercury reaches 427 ° C, which is hot enough to melt tin. On the sun -facing night side, on the other hand, the temperature falls to −183 ° C.	de
"Then he took the boyfriend aside and said: ""Everyone first offers the best quality wine, leaving the cheapest and after the guests have satiated, but you have reserved the best so far."""	es
The hen had very short legs and was therefore called chicken short leg. She laid good eggs and her owner loved her as much as she had been her own child.	de
Whenever peoples are well informed, they can have their own government;In such a way that each time things go so long as they draw their attention, we can rest on them to transform them into rights.	fr
"""You see,"" said the older brother, ""I was right. I lived here peaceful and well, while you, although having been king, went through a good number of difficulties.»»"	fr
In the go game, two players alternately put white and black stones on an initially empty board to secure the possession of space on the field. The winner is the player who has reached the largest territorial conquest.	de
Just as inscriptions in the Rosetta stone point to the activity of an old scribe and a computer program points to a programmer, I have argued that the digital code discovered within the DNA molecule suggests the activity of a planning mind in the origin of life.	es
A banker does not need to be popular;Indeed, a good banker in a healthy capitalist society should probably be despised. People do not want to entrust their money to someone binding, but to a misanthrope who is able to say no.	fr
"""Hey, man! Would you have a second for me?""- ""Yes, certain, but since the second is over now, I may ask you to remove you. I have to do!"""	de
Look at the birds of heaven: they neither sow, nor harvest, nor come together in barns, and yet your heavenly father feeds them. Do not you with more value than them?	es
Football has never been a very good business for club owners until a few years ago. Manchester United, Manchester City, Real Madrid, almost every club in Europe and in the world, has a huge debt. But the big clubs have a greater debt because they have more salaries to pay. They depend more on audiences, Garcia told VOA.	es
"""Tom has not come to work too late for weeks, and it is said that the work he does is excellent.""- ""I'm really happy to hear that. I have already worried about him.""- ""There is no longer any reason."""	de
The dogs made several demonstrators bleed, including children, who were then affected with pepper spray in a failed attempt to remove them from the construction site. Instead of arresting the security guards, the local police arrested 30 peaceful demonstrators, some of whom had been bitten by ferocious dogs.	ru
"There is a cult of ignorance in the United States of America and there has always been one. The effort of anti-intellectualism has been a common thread of our political and cultural life, nourished by the erroneous idea that democracy means that ""my ignorance is as much as your knowledge""."	fr
If a tree falls into the forest and nobody hears it, did it really happen? If a man says what he thinks of the forest, and he doesn't hear him any woman, is he still wrong?	es
The forest became smaller and smaller, but the trees still chose and still the ax, because it was wise and could persuade the trees that was one of them thanks to its wooden handle.	ru
The people who lived before me have done so much for me that I want to show my gratitude by doing something for the people who will live after me.	ru
"""Can I briefly interrupt you at this point?""- ""I think you have interrupted me several times.""- ""I know. But I still want to get a clear answer to a precise question."""	de
There are some known knowledge;There are things we know we know. We also know that there are unknown things;That is, we know there are some things we don't know. But there are also unknown ignorance - those we don't know we don't know.	ru
A study revealed that it is possible to increase the production of milk cow milk by three percent after having listened to soothing music for twelve hours a day over a period of nine weeks.	fr
How is it possible that a being with jewelry as sensitive as the eyes, with musical instruments as enchanted as the ears and an arabesque of nerves as fabulous as the brain can feel something other than a God?	fr
You may not be able to find recently added sentences because they are not yet indexed. The indexing of sentences is not yet performed on the spot, but only every week.	ru
Once on it was a king who had a single daughter, he was so proud of and he loved it so much that he was in constant fear that she wants to happen to her if she lost the castle, and so he forced her to live her life of a prison because of his great love for her.	de
In the engine of a rocket, fuel and an oxygen source, called oxidant, they mix and explode in a combustion chamber. Combustion produces a hot escape that is passed through a nozzle to accelerate the flow and produce thrust.	es
Furthermore, no difference may be made due to the political, legal or international position of the country or area to which a person belongs, regardless of whether this is independent, is under trust, has no self -government or is otherwise restricted in its sovereignty.	de
This implies a fun and relaxed atmosphere where the achievement of teamwork is highly appreciated, the communication is extremely important and the traditional three -hour meetings have been replaced by informal chats in the queue for coffee.	ru
Many supernovae come about by the fact that massive stars quickly collapse under their own weight after consumption of their fuel and then explode from their inside due to strong pressure waves.	de
"Arriving at the end of each year (that is, the last day of the lunar calendar) was not only a new day replacing the previous one, but also a new year replacing the previous one, and this was called ""first exchange."""	es
"The content of an astronaut is measured according to the salary table for the public service. Astronauts rank between the steps ""GS12"" and ""GS13"" with an annual income of $ 65140 or $ 100701."	de
Playing on the swings, Sandra fell and a tooth fell. Then he had his mother looking for him all over the park because he said that if not, Bouse would not come.	es
These days I saw a documentary about the toilets of Japan and I discovered that they are already working on mechanisms that save shame to the people who use them. We would have to try them to see how effective they are. But at least they work on that. Here, however, toilets, and bathrooms in general, have not changed much in decades. That is why it is very common to find people who do not get dirty in others, because they are ashamed that others can hear or smell what they are doing. Rather, the desire is endured.	es
"""You need a lover!""said Maria.- ""Which one from the snake out there should I take?""Anna replied with a laugh, because she said that even if she wanted one, nobody was available. In any case, they didn't stand in line."	de
Tom has been breaking down at this table every day for seven years. For the next seven days I am sitting next to him in the dining room.	de
The cleaner thought she was simply doing her job - in reality, she destroyed a work of modern art valued in millions. Now the museum is dealing with how to manage the crisis.	es
Beauty is something terrible and shocking! It is terrible because it has not been understood, because God puts us nothing but riddles. Here the limits are found and all contradictions exist side with side.	es
Friends, do you know that it is a sad thing to perish at twenty, when you are full of strength and life, that you are loved by those you love, and you leave behind eyes that will cry until they close?	fr
Is God make me a tender apple tree bud, who floats and the twisted branch choit, to go to bed and vanish within your silk, in your breast of silk as he does it.	fr
War was a great part of my life, and I hardly be able to convince myself to talk about it, but I feel that it is important that your younger generation appreciates what I have done to you.	ru
This video shows like him and his crew fish the scallops with a draga and about 270 kilos of pulp before reaching the pier at the end of the day.	ru
Life does not follow your plans. You draw a way to fulfill your dream, but it is only fulfilled if life allows it. That is why no one should say that he had a dream and fulfilled it, he should say that life allowed and happened.	es
As a history student, I also know what civilization owes Islam. It was Islam that - at the Al -Azhar University and elsewhere - carried the light of knowledge through so many centuries and thus made its way to the Renaissance and the Enlightenment.	de
Tom got out of the car and went into the petrol station building as inconspicuously as possible. Although he had done it a few times, he was able to defend himself from a guilty conscience of a bad conscience. He tried to get rid of this feeling somehow when he took some ice -cold six -packs and a bag of pretzels and stood in the queue.	de
If they claim to be flexed by hitting us, they are mistaken. Shame on the timid who are afraid! Honest especially with the cowards that exploit our miseries.	fr
"""Tom, you have to give me this book.""But didn't you give it as a gift?""""Yes, but it was not mine. I borrowed her from Marie years ago, and now she wants to recover it.»»"	fr
There are no more problems in corporate life, there are only challenges. And the challenges are opportunities. So it's not a problem at all if the company is in red, it's just another opportunity!	ru
"When someone in English is distinguished as a ""jolly"", this means that he is happy or friendly, whereas the French ""Jolie"" expresses that he looks good or has a pleasant appearance. In any case, both are something nice."	de
Suddenly Bello tore away from the leash, ran and jumped into the river. We only now recognized the reason for this unexpected behavior in a drowning fawn, which the dog pulled to the shore and thus saved.	de
"The next morning, Link woke up at seven o'clock, renewed and full of expectation.""Gee!""He stretched lustfully and squeezed the button at the top of the king's alarm clock.""Oh, boy, the day has finally arrived! I can't wait!""He thought of his way to the dining room.""Good morning, Link,"" the king gave him his typical greeting.""Munf-Munf? We have run out of Linky-O. Gwonam has eaten them all.""""Problem, guys?""Gwonam said with a smile, but nobody paid attention to it.""Wow thank you!""Link cavó with enthusiasm, without taking into account the strong flavor that almost made his eyes skip. After all, it was his own fault to have allowed Gwonam to defeat him."	es
In a four-letter alphabet in the two interlocked strands of the DNA molecule, the instructions are necessary to make all proteins with their specific functions necessary for the preservation of life.	de
My grandson has a little cat. The pussy is white and black and her eyes are green. My grandson likes to play with her. He named Vivi. Vivi is beautiful. It is our pet.	fr
Stop making yourself pass for someone else with the sole purpose of having someone in your life. Good people will love you as you are and the others will not remain.	fr
At failures, one of the most important concepts is that of opposition, linked to the distance (vertically, horizontally or diagonally) that kings keep from each other at the end of a part.	fr
"When I was younger, I hated going to weddings. My grandmothers and aunts squeezed around me, they gave me a snag in the side and chuckled ""you are the next one! You are the next!""They interrupted this absurdity only when I started doing the same thing at the funeral."	ru
"Now, when Pharaoh tells you and will say: ""What are your occupations?""""You will answer:"" Your servants have gone to cattle from their youth so far and our fathers.""It is so that you stay in the province of Gessen, because the Egyptians hate any pastor of a cattle menu."	fr
When, for constantly practicing, man is able to achieve effective mental concentration, then, wherever he is, he always rises above the environment and relies on the Eternal.	es
If a person has not had the opportunity to acquire their target language before reaching an adult, it is unlikely to reach the level of a native speaker in that language.	es
When we are twenty years old, we propose to discover the great treasure of life. With forty we surrendered and stop looking for it. With sixty we know that we already possessed when we were twenty years old.	es
"President Von Weizsker has said: ""The German issue is open while Brandenburg's door is closed.""Today I say: as long as this door is closed, while this scar from a wall is allowed, it is not only the German issue that remains open, but the question of freedom for all humanity. However, I have not come here to regret. Because I find in Berlin a message of hope, even in the shadow of this wall, a message of triumph."	es
One day, Zhuangzi dreamed that he was a butterfly;But when he woke up, he wondered if he was Zhuangzi who had dreamed that he was a butterfly, or if he was a butterfly who dreamed now that he was Zhuangzi.	fr
In the game of Go, the rule of the KO (term that in Japanese means eternity) prevents repeating indefinitely between adjacent intersections, now the capture of a stone by a player, and therefore the capture of the stone that captures by the opponent.	ru
"""Look what I found in your wardrobe for a nice cashmere sweater. Why do you never wear it?""- ""He has a hole under one sleeve.""- ""It only rose a bit at the seam. Don't you want to patch that?""- ""No, that makes too much effort. I just throw it into the bin and buy a new one.""- ""You are so wasteful, Tom! Then I patch it up and keep it."""	de
Although I had almost instinctively designed of resentment because my employer had placed me in observation, after my mistake, I soon overcome my animosity towards him and, instead of feeding a grudge, I resolved to take the whole case for a necessary learning experience.	fr
Conducting a satisfactory life comes back to a simple question: when you turn off the light, in the evening, and your head rests on the pillow, what do you mean? Does your soul sing or laugh Satan?	fr
I am not contrary to your learning of English to acquire knowledge or to earn your livelihood, but I oppose your giving such importance to English and give a low place to your national language, the Hindi. I don't think it is right on your part to use in your conversations with your friends and relatives in any other language that is not your national language or your mother tongue. Love your own language.	ru
In today's world, we must give all our children a training that prepares them for success, regardless of what they seem, or how much their parents do, or by the postal code in which they live.	ru
Talking the same language between several cultures is sometimes a source of greater confusion than talking about different languages, because then we are less vigilant about the different senses that the same words can take.	fr
In this world, nothing is more beautiful than hearing a sad rooster inland when there is the moon. It even seems that hidden in the throat of that rooster, the soul of the moon sings in counterpoint, sobbing.	ru
"Let's think about what we do with our children. We do not tell them: ""Some people think that the earth is round, and others that it is flat; if you are grown up, if you want, you can watch the evidence and form an opinion for yourself.""Instead, we say: ""The earth is round.""If our children are old enough to look at the evidence, our propaganda has already closed their minds."	de
"Viswanathan (Vishy) Anand (Chennai, December 11, 1969) is a great Indian teacher. He was appointed ""Millennium Indian athlete"" and got 11 million children in their state, Tamil Nadhu, studied chess at school."	es
The best way to adjust the gap between the internal price and the external price and guarantee economic growth is to promote productivity of non -manufacturing industry by daring investments in infrastructure.	fr
When there was despair in the dusty plain and depression through the earth, she saw a nation conquer fear itself with a new deal, new jobs, a new sense of common purpose. Yes, we can.	ru
The Renaissance was a cultural movement that had a profound influence on cultural and spiritual life in the early modern period. Taking her exit in Italy, she reached the rest of Europe before the sixteenth century and its influence extended to literature, philosophy, art, politics, science, religion and other areas of intellectual life.	de
I am the flying spaghetti monster. You will not worship other monsters before me.(Then it's fine, just use protection). The only monster that deserves to be capitalized is me! The other monsters are false monsters, who do not deserve to capitalize.	es
"In order to deal with the repeat offenders, Mr. Johnson will also establish a policy of ""two notices and you are out"" - the serious infractions of the norms will lead to the permanent suppression of the rights to travel freely."	es
The Kornisches resemble the Welsh and even more to the Breton, which actually descends from the language of the old British, which deviated to the French mainland during the early Middle Ages, today's Brittany.	de
Sophie liked animals: she had already had a chicken, a squirrel, a cat and a donkey. His mother did not want to give him a dog for fear that he would take rage, which happens quite frequently.	es
In the game of Go, two players, in turn, place white and black stones on an initially empty table, to guarantee the ownership of the spaces on the playing field. The winner is the player who obtained the greatest territorial conquest.	ru
The king of Sweden, to whom this part of the country belonged, made an order more than once that the haunted forest would like, but it was nobody who would have had the courage to follow his orders.	de
Often, she was very sad and lonely, and it happened that one day, while she was sitting in the window, letting her savings tears fall on her work, an old woman, pleasant and with an old home -looking body, she approached the window, and, supported by her crutch, addressed the queen in friendly tones and flatterers.	es
"""Maybe because you make fun of me.""Where does this distrust come from?""""From your wickedness.""We are all mean, but I'm not worse than you. So nobody laughs, unless it is to make fun of someone?»»"	fr
In chess, one of the most important concepts is that of opposition, linked to the distance (vertical, horizontal or diagonal) that the kings maintain each other at the end of a game.	ru
"Tom held his car next to a young lady standing on the sidewalk and downloaded the disc.""I went out,"" he admitted.""Can you tell me how to get to Königsstrasse?"""	de
The lady has the ability to move as much as if it were a tower, that is, on rows and columns, as if it were a bishop, that is, on diagonals.	es
It is, I believe, an undeniable fact that the Americans are, as a merchants, the most aware people of themselves and the one who most needed to believe that the other nations form a plot aimed at depreciating them.	fr
"Tom, desperate, yelled: ""Mary! Where are you? From the left end of the sentence.""I fear that I am now completely opposite to you,"" said Mary kickly."	fr
Men and women, from the Nubile Age, have the right, without any restriction for reasons of race, nationality or religion, to marry and found a family, and enjoy the same rights in terms of marriage, during marriage and in case of dissolution of marriage.	es
It is a disease to be obsessed with winning, it is a disease to be obsessed with using martial arts, and it is a disease to be obsessed with showing everything you have learned. It is a disease to be obsessed with the offense, and it is also a disease to be obsessed with the defense. It is also a disease to be obsessed with riding your illness. Focusing your mind on a thing obsessively is considered a disease.	es
Abraham being ninety-nine years old, the Lord appeared to him and said to him: I am the Almighty God;Drive my will, be flawless.	fr
Take advantage of the moments of happiness, love and be loved! That is the only reality in the world, everything else is madness. That is the only thing we are interested in here.	es
We recommend adding phrases and translations in its strongest language. If he is mainly interested in correcting his sentences, he should try a site like Lang-8.com, where that is the goal.	ru
In France, with traces of the year 1000 EC until the middle of the 20th century, Cagots were a group of people who suffered discrimination without apparent reason, similar to a caste of untouchables.	fr
You, you will have stars like no one has ... When you look at the sky, at night, since I will live in one of them, since I will laugh in one of them, so it will be for you as if all the stars laughed. You will have stars who know how to laugh!	fr
"I have the dream that one day this nation will rise and live the true meaning of its creed: ""We maintain that these truths are evident, that all men have been created the same."""	es
ENE, MENE, MISTE, it rattles in the box. ENE, mene, Meck, and you are gone!	de
If you speak to a person in a language he understands, it will reach his head. If you speak to him in his language, it reaches his heart.	de
Most of the structures are easily accessible by local public transport, but these public transport are generally late and their cost is progressively increased, so it is recommended to move on foot or by bicycle to save time and money.	ru
"However, there are young people who sleep next to their mobile phone and one of the first things they do every morning is to look at their messages and the ""lost"" calls received during the night."	fr
Follow pain of enigma enigma pain. From the pain of the stone to the pain of the plant. Because everything is pain. Battle pain and fear of not being. Pain ties tie the earth to the waters to earth. And the Galopan worlds in anguish orbits. Thinking about surprise.	es
You ask what I will do in the last hours before the end of the world? I will probably bring the trash down and clean up the apartment - and you could help me!	de
"What's happening? The spirit asked.""Nothing,"" said Scrooge.""There is nothing. I saw a child singing a Christmas song the night before my door. And I should have given him something: that's all."""	es
"Then the king could not hold back, jumped to her and said: ""You can be nobody else than my dear wife.""Then she replied: ""Yes, I am your dear wife"" and had reserved life with God's grace at the moment was fresh, red and healthy."	de
The old poet sat down next to his oven and took the little boy on the lap;He wrapped the water out of his dripping hair, warmed the child's hands into his own and gave him mulled wine.	de
As a rule of thumb for all the functions that are not yet available, it is either a very further way to the implementation or never gets at all. There are only a few developers to remedy a lot, and how advisable a measure is, the opinions always differ, so that a lot of discussion is discussed, but often nothing comes out.	de
I do not have a large number of close friends, but I know that there are many good people, near or far, with whom I can count, that they care about me, and that they only want the best for me.	es
M insult D - Tatoeba database is better than a sentence. D insult M - Tatoeba database is better than a sentence. D and M are equal, and all the others win.	ru
There is nothing similar, in this phase of the world history in America, like an independent press. You know and I know. There is none of you who dare to write your honest opinions, and if you did it, you know in advance that it would never appear in printing I am paid weekly to keep my honest opinions out of the newspaper I am connected to. Others of you are paid with similar salaries for similar things, and anyone of you who would be foolish to write honest opinions would be out on the streets looking for another job. If I left my honest opinions to appear in a question of my cards, before 24 hours my occupation would have gone. The journalist's activity is to destroy the truth, to lie openly, to pervert, to defame, to crawl at the feet of Mammon, and to sell his country and his race for his daily bread. You know and I know, and what madness is this toasting for an independent print? We are the puppets, they pull the threads and we dance. Our talents, our possibilities and our lives are all properties of other men. We are intellectual prostitutes.	ru
